Year,Life_expectancy ,infant_deaths,Alcohol,percentage_expenditure,Hepatitis B,Measles ,under_five_deaths ,Polio,Total_expenditure,Diphtheria ,Income_composition_of_resources,Schooling
2014,82.3,0,7.3,1142.212403,67,26,0,98,11.93,98,0.906,15.8
2013,81.9,0,7.3,1212.666327,67,51,0,98,11.97,98,0.904,15.8
2012,81.7,0,7.4,10947.02327,53,30,0,98,11.8,98,0.903,15.8
2011,81.7,0,7.4,11477.6671,42,26,0,98,11.7,98,0.901,16
2010,81.5,0,7.2,778.2477467,,6,0,98,9.47,98,0.895,15.8
2009,81.4,0,7.3,682.1070608,,3,0,98,9.94,98,0.898,15.8
2008,81.1,0,6.9,8105.590882,,25,0,98,9.23,98,0.897,15.7
2007,89,0,6.9,7593.391622,,1,0,98,8.92,98,0.895,15.8
2006,88,0,6.5,6369.516139,,19,0,98,8.95,98,0.892,15.9
2005,85,0,6.5,599.0392403,,13,0,98,9.6,98,0.89,16
2004,83,0,6.6,5793.363644,,5,0,99,9.9,99,0.888,16
2003,82,0,6.9,5067.411418,,3,0,99,9.31,99,0.882,15.9
2002,79.9,0,6.9,3998.09987,,9,0,99,9.23,99,0.88,15.9
2001,79.8,0,6.6,3554.546434,,5,0,99,8.86,99,0.877,15.9
2000,79.6,0,6.2,3689.7273,,59,0,99,8.18,99,0.873,15.9
2015,83.4,0,,0,,35,0,97,,97,0.938,16
2014,83.2,0,9.61,19479.91161,,23,0,96,11.66,96,0.936,15.9
2013,83,0,9.73,19099.04506,,175,0,96,11.71,96,0.934,15.8
2012,82.7,0,9.86,18379.32974,,61,0,96,11.59,96,0.932,15.7
2011,82.6,0,9.99,18822.86732,,621,0,96,11.21,96,0.932,15.6
2010,82.3,0,10.01,2198.590865,,77,0,96,11.7,95,0.92,15.4
2009,82.1,0,10.15,14714.82588,,958,0,96,11,95,0.916,15.3
2008,82,0,10.29,2084.255535,,2022,0,96,1.29,95,0.914,15.3
2007,81.7,0,10.44,11892.33429,,1015,0,94,1.21,94,0.911,15.3
2006,81.5,0,10.24,10598.08187,,0,0,94,1.39,94,0.904,15.2
2005,81.1,0,10.15,10055.34981,,60,0,94,1.86,94,0.899,15.2
2004,81,0,10.55,9495.540576,,39,0,95,1.96,93,0.895,15.1
2003,85,0,10.82,842.2768087,,574,0,95,1.93,93,0.889,15
2002,84,0,10.85,6853.628494,,0,0,95,1.61,93,0.89,15.2
2001,82,0,11.12,6478.346135,,700,0,95,1.28,93,0.888,15.2
2000,79.7,0,11.26,5834.582046,,0,0,95,9.91,93,0.879,15.1
2015,64.5,6,,0,41,45,8,5,,41,0.553,9
2014,64.4,7,0.01,0,47,594,8,52,3.25,43,0.575,9
2013,63.6,7,0.01,0,71,740,9,5,3.25,41,0.635,13
2012,62.8,7,0.01,0,43,13,9,47,3.25,45,0.645,12.5
2011,71.7,7,0.76,0,66,13,8,6,3.23,72,0.646,12
2010,73.7,7,0.78,0,84,26,9,83,3.28,8,0.65,11.7
2009,73.8,7,0.81,0,84,22,9,83,3.55,8,0.648,11.8
2008,73.8,8,0.8,0,83,19,9,83,3.4,79,0.651,11.6
2007,73.8,8,0.83,17.98136184,83,403,9,83,3.72,8,0.644,11.5
2006,73.7,8,0.97,122.6523334,83,517,10,83,3.78,8,0.636,11.4
2005,73.5,9,0.92,116.2585943,83,375,10,83,4.11,8,0.624,11
2004,73.2,9,0.93,10.21129783,82,189,10,84,4.48,81,0.61,10.6
2003,73,9,1.29,94.75639211,81,801,11,85,5.12,83,0.599,10.3
2002,72.8,9,1.25,91.70356833,8,538,11,86,4.94,84,0.596,10.2
2001,72.7,10,1.29,93.50075111,8,290,11,83,4.92,82,0.589,10.1
2000,72.6,10,1.41,81.7274712,79,146,12,86,4.92,84,0.588,10
2015,69.7,10,,0,96,3,11,96,,96,0.625,11.3
2014,69.6,10,0.01,7.829008596,97,0,11,94,6.88,97,0.622,11.3
2013,69.3,10,0.01,1.0419164,96,1,11,97,6.75,96,0.617,11.2
2012,68.8,10,0.01,71.50892145,94,16,12,96,6.39,94,0.613,11.1
2011,68.1,10,0.32,51.9919227,96,1,12,97,5.98,96,0.608,11.1
2010,67.3,10,0.32,43.34099958,93,0,12,95,6.4,93,0.603,11.1
2009,66.7,10,0.3,35.71613793,93,0,12,93,5.93,93,0.601,11.1
2008,66.4,10,0.32,4.153362912,86,0,12,87,5.58,86,0.592,10.8
2007,66.1,10,0.35,2.272404904,84,2,12,85,5.35,86,0.586,10.9
2006,65.9,10,0.38,2.626234903,88,3,12,76,5.7,83,0.579,10.7
2005,65.5,10,0.37,19.83672308,81,0,12,79,5.89,84,0.572,10.6
2004,65.9,11,0.38,2.093721752,81,4,13,82,5.7,86,0.563,10.5
2003,65.2,11,0.36,13.25723997,58,2144,14,82,4.46,85,0.553,10.1
2002,64.3,12,0.6,10.68147485,39,927,15,84,4.48,85,0.543,9.8
2001,64,13,0.86,1.142003812,,38,16,84,4.59,85,0.535,9.7
2000,63.7,14,0.37,8.943006492,,192,17,86,4.64,83,0.529,9.6
2015,74.9,8,,0,99,154,9,99,,99,0.738,13.6
2014,74.6,8,6.41,789.0772949,99,0,10,99,4.12,99,0.737,13.6
2013,74.5,9,6.5,788.6873403,99,2641,10,99,4,99,0.733,13.6
2012,74.3,9,6.56,801.0504655,98,5197,11,99,4.17,99,0.729,13.7
2011,74.1,10,6.07,748.4451054,98,3156,11,99,4.12,99,0.72,13.3
2010,73.9,10,5.95,71.6850913,98,2583,12,99,3.81,99,0.711,13.1
2009,73.7,11,5.88,547.2101411,98,6071,12,99,4.11,99,0.706,13
2008,73.5,11,5.92,609.9511632,98,7790,13,99,3.92,99,0.7,12.9
2007,73.3,12,6.2,520.7639087,96,3893,14,98,3.56,98,0.687,12.3
2006,73,13,6.18,433.9210918,96,3588,15,98,3.49,98,0.686,12.4
2005,72.5,13,6.26,321.1953005,96,3526,15,98,3.55,98,0.682,12
2004,71.6,14,6.17,301.3597791,96,4165,16,98,3.51,98,0.674,11.9
2003,71.7,15,6.14,282.8364612,96,4519,18,98,3.58,98,0.666,11.8
2002,71.4,16,5.93,27.63810304,95,10315,19,97,3.7,96,0.657,11.5
2001,71.2,17,5.92,176.0625201,95,7319,20,97,3.32,96,0.649,11.2
2000,71.1,18,5.88,0.27564826,95,4074,21,97,3.4,97,0.64,10.9
2015,75.7,0,,0,92,1,0,92,,91,0.746,12.9
2014,75.5,0,1.13,0,97,116,0,96,6.48,95,0.743,12.9
2013,75.3,0,1.03,0,97,4,0,98,6.7,98,0.741,12.9
2012,75.1,0,1.23,0,98,7,0,97,6.76,95,0.739,12.9
2011,74.9,0,1.16,0,96,701,0,97,6.61,96,0.735,12.9
2010,74.7,0,1.47,0,9,217,0,95,6.83,95,0.732,13
2009,74.4,0,1.77,0,95,5,0,96,6.74,96,0.73,13
2008,74.2,0,1.72,0,97,27,0,96,6.85,95,0.714,12.2
2007,73.5,0,1.75,0,96,1,0,96,6.9,95,0.709,12.2
2006,73.7,0,1.74,0,89,3,0,92,7.61,93,0.703,12.1
2005,73.6,0,1.75,0,53,5,0,98,7.95,97,0,11.9
2004,73.5,0,2.07,0,,9,0,95,8.64,94,0,11.9
2003,73.2,0,2.4,0,,18,0,96,9.17,96,0,11.9
2002,72.8,0,2.53,0,,19,0,97,9.1,96,0,11.9
2001,73.1,0,3.27,0,,27,0,91,8.18,91,0,11.8
2000,72.6,0,2.86,0,,36,0,96,8.52,95,0,11.7
2015,68.3,2,,0,76,43,2,75,,76,0.603,12.5
2014,68,2,0.01,28.14578503,77,47,2,76,1.48,77,0.612,12.5
2013,67.7,2,0.01,3.379874844,82,4,2,82,1.29,82,0.62,12.5
2012,67.4,2,0.01,30.17998548,83,16,2,83,1.1,83,0.618,12.5
2011,67.2,2,0.5,2.726570602,67,763,3,66,0.76,67,0.607,12.5
2010,66.9,2,0.1,38.58376645,72,50,3,72,0.92,72,0.599,12.4
2009,66.6,2,0.09,36.199487,72,10,3,78,1.2,72,0.599,12.1
2008,66.2,2,0.06,36.69198927,79,0,3,79,0.74,79,0.566,11.7
2007,65.8,2,0.05,11.75766897,,0,3,7,0.37,7,0.541,11.3
2006,64.9,2,0.04,28.12560496,,90,3,62,0.65,63,0.511,11
2005,63.7,3,0.36,7.127144699,,203,3,55,1.5,55,0.492,10.6
2004,62.3,3,0.38,8.415788935,,41,3,57,1.31,57,0.484,10.2
2003,61,3,0.44,46.3913277,,94,4,55,2.48,55,0.485,9.8
2002,62,3,0.48,5.649123424,,0,4,38,3.89,54,0.475,9.8
2001,59.4,3,0.5,6.556583478,,0,4,,3.75,,0.47,9.8
2000,58.7,3,0.5,49.06967155,,0,4,,3.26,,0,0
2015,59.9,13,,0,88,20,20,88,,88,0.484,12
2014,59.7,13,0.01,4.877350139,87,577,20,85,5.25,87,0.475,12
2013,59.4,14,0.01,48.73047089,84,564,20,84,5.12,84,0.47,12
2012,58.9,14,0.01,41.60027954,84,238,21,84,5.11,84,0.464,12
2011,58.3,14,1.44,39.08258546,85,187,21,85,5.21,85,0.457,11.5
2010,57.4,14,1.21,41.96145465,83,120,21,83,5.37,83,0.449,11
2009,56.7,14,1.24,77.09551224,78,425,22,78,6.64,78,0.442,10.6
2008,56.2,14,1.33,69.35924758,24,187,22,8,5.73,81,0.441,10.1
2007,55.9,14,1.37,0.675682939,,8,22,72,5.55,82,0.443,10.6
2006,55.7,15,1.37,6.226048785,,26,22,85,5.56,84,0.436,10.2
2005,55,15,1.14,36.62174288,,38,22,8,5.17,82,0.435,10.1
2004,54.9,15,1.01,3.989928468,,61,22,71,5.6,71,0.432,10
2003,54.7,15,1.02,2.995959823,,295,22,72,5,72,0.428,9.9
2002,54.7,15,1,1.995182912,,363,22,58,4.7,59,0.428,9.7
2001,54.6,14,0.95,2.048574874,,1833,22,51,4.29,5,0.426,9.4
2000,54.6,14,1.1,2.02964427,,3578,22,63,4.35,64,0.425,9.3
2015,73.5,0,,0,78,0,0,8,,78,0.718,14.3
2014,73.3,0,0.01,565.9672173,8,0,0,82,5.18,8,0.716,14.3
2013,73.2,0,0.01,584.9449886,82,0,0,84,4.98,82,0.718,14.3
2012,73,0,0.01,63.80294988,77,0,0,79,4.51,77,0.717,14.4
2011,72.9,0,0.96,7.033980828,82,0,0,84,4.6,82,0.712,14.4
2010,72.8,0,1.24,471.8307668,82,0,0,84,4.59,82,0.707,14.4
2009,72.5,0,1.08,4.783805563,84,0,0,86,4.67,84,0.703,14.5
2008,72.6,0,1.1,569.6255035,84,0,0,88,5.13,86,0.698,14.5
2007,72.5,0,2.05,568.8692813,87,0,0,88,5.82,87,0.698,14.5
2006,72.4,0,1.79,503.5881956,89,0,0,89,5.61,88,0.695,14.6
2005,72.3,0,1.57,689.9440223,89,0,0,9,6.52,89,0.694,14.6
2004,72.2,0,1.8,423.2953509,9,0,0,91,4.87,9,0.693,14.6
2003,72,0,1.79,45.85105771,85,0,0,91,5.9,9,0.683,13.7
2002,71.9,0,1.51,310.8203382,88,0,0,85,5.3,84,0.679,13.5
2001,71.8,0,1.35,330.1007394,91,4,0,91,5.66,89,0.674,13.2
2000,71.6,0,1.24,40.49128897,93,0,0,91,4.75,91,0.676,13.7
2015,71.2,0,,0,9,0,0,88,,96,0.779,12.7
2014,71.1,0,6.94,1578.872339,92,0,0,94,5.93,92,0.778,12.7
2013,71,0,6.71,167.2657906,92,0,0,94,5.98,92,0.773,12.7
2012,78,0,6.7,1486.236406,92,0,0,91,5.78,92,0.772,12.6
2011,76,0,6.5,144.9850711,9,0,0,91,5.6,9,0.774,12.6
2010,74,0,6.5,1389.772683,9,0,0,91,5.29,9,0.772,12.5
2009,71,0,6.37,128.0896289,9,0,0,9,6.47,9,0.773,12.5
2008,69.9,0,6.41,1902.693048,9,0,0,91,4.4,9,0.767,12.4
2007,69.7,0,6.37,136.8836683,89,0,0,9,4.82,88,0.76,12.4
2006,69.6,0,6.35,103.3710689,89,0,0,89,4.49,92,0.751,12.3
2005,69.5,0,6.12,1187.949491,95,0,0,95,5.31,95,0.745,12.3
2004,69.4,0,5.82,11.85100131,94,0,0,94,5.22,94,0.736,12.2
2003,69.3,0,5.53,78.72216127,76,0,1,91,5.13,91,0.729,12
2002,69.2,0,5.12,72.03911741,5,0,1,96,5,96,0.721,11.9
2001,69.1,0,4.55,516.7112481,,0,1,91,4.4,91,0.715,11.8
2000,69.1,0,4.68,43.59522964,,0,1,9,4.17,9,0.709,11.7
2015,75.3,3,,0,98,16,3,98,,98,0.723,14.6
2014,75.1,3,1.39,604.8701316,98,15,3,98,7,98,0.722,14.7
2013,74.9,3,1.29,594.6453102,98,16,3,98,7.26,98,0.72,14.7
2012,74.9,3,1.3,585.8776761,97,48,3,97,7.18,97,0.717,14.6
2011,74.8,3,1.29,623.2120325,98,11,3,98,7.15,98,0.714,14.5
2010,74.8,3,1.28,64.85616718,98,1,3,98,6.54,98,0.71,14.4
2009,74.7,3,1.4,585.6307861,99,1,3,99,6.18,99,0.706,14.4
2008,74.7,3,1.37,53.08451654,99,2,3,99,5.63,99,0.701,14.3
2007,74.6,3,1.24,469.6282925,98,4,4,98,5.64,98,0.695,14.3
2006,74.4,3,1.46,420.1153538,99,3,4,99,5.64,99,0.689,14.2
2005,74.2,3,1.37,379.5139945,97,15,4,98,5.57,98,0.683,13.9
2004,74,3,1.36,379.7659054,96,1,4,97,5.63,97,0.673,13.6
2003,73.7,4,1.34,321.7694175,92,22,4,95,5.36,95,0.667,13.5
2002,73.5,4,1.17,262.8184944,93,98,5,96,5.32,96,0.662,13.3
2001,73.2,4,1.19,257.2878697,94,231,5,98,5.29,98,0.654,13.1
2000,72.9,4,1.21,264.7842196,94,47,5,97,5.4,97,0.646,12.8
2015,75.8,15,,0,97,342,18,97,,97,0.764,14.5
2014,75.5,16,1.45,181.9083783,96,565,19,96,5.41,96,0.759,14.5
2013,75.2,17,1.41,188.1440348,97,7405,20,98,5.38,98,0.754,14.4
2012,74.8,19,1.54,20.75120211,97,349,22,97,5.24,97,0.75,14.3
2011,74.5,20,1.53,1275.877569,96,111,23,97,5.29,97,0.737,13.8
2010,74.2,21,1.49,32.78235828,96,7,25,97,5.61,97,0.715,13
2009,73.9,23,1.4,106.9482898,94,4,27,96,6.8,96,0.709,12.5
2008,73.5,25,1.39,22.67271848,92,0,29,96,6.7,96,0.705,12.5
2007,73.2,26,1.26,115.5801103,96,3,31,96,6.4,96,0.697,12.3
2006,72.8,28,1.29,103.523776,82,34,34,9,5.81,9,0.687,11.9
2005,72.4,30,1.29,832.9552058,85,6200,36,9,5.45,9,0.681,11.9
2004,72,33,1.35,1.132766775,77,8927,39,85,5.37,85,0.675,12
2003,71.6,35,1.42,459.1113061,68,5844,43,69,5.34,68,0.668,11.9
2002,71.2,38,1.47,35.55729,72,7823,46,78,5.36,78,0.658,11.5
2001,78,41,1.49,256.4341746,77,30509,50,88,5.16,88,0.653,11.1
2000,74,44,1.54,421.2956602,71,16244,54,85,4.95,85,0.641,10.7
2015,66.3,6,,0,99,0,7,99,,99,0.688,10.8
2014,66,7,2.9,691.1333535,97,0,8,98,2.7,98,0.683,10.8
2013,65.4,7,2.93,63.7481117,98,0,8,98,2.12,98,0.678,10.7
2012,65.6,7,2.75,579.4128244,98,0,8,98,1.96,97,0.672,10.7
2011,65.6,7,2.55,490.4181326,97,0,8,97,1.98,97,0.665,10.6
2010,65.8,7,2.48,385.325164,96,0,8,96,1.99,96,0,10.6
2009,65.6,6,2.35,37.88466056,97,0,8,97,1.88,96,0,10.5
2008,64.5,6,2.4,34.23979419,96,0,8,96,1.93,96,0,10.5
2007,64.1,6,2.58,0.358651421,98,59,8,98,2.16,98,0,10.4
2006,63.7,6,2.71,29.27235366,98,48,8,98,2.9,98,0,10.4
2005,63.3,6,2.85,2.19888585,99,0,8,99,3.51,99,0,10.3
2004,63.5,6,2.86,186.1013972,96,1,8,98,4.3,97,0,10.3
2003,63.4,7,2.88,179.6156482,97,1,8,66,3.85,83,0,10.3
2002,63.3,7,2.33,130.3784829,96,11,8,99,3.34,98,0,10.2
2001,64,7,2.35,106.180706,,9,9,94,3.87,95,0,10.2
2000,63.8,7,2.9,88.2436347,,113,9,98,3.94,97,0,0
2013,,0,0.01,78.28120317,9,0,0,9,16.61,9,,0
2015,62.3,66,,0,78,478,93,82,,78,0.488,10
2014,61.5,68,0.01,14.16770158,78,314,97,82,7.22,78,0.483,10
2013,67,71,0.01,90.76144414,78,7878,103,82,7.47,78,0.478,10
2012,60,73,0.01,92.88697859,78,2027,109,82,7.58,78,0.477,10
2011,59.3,76,10.22,94.49686776,82,3312,114,82,9.9,82,0.477,10.7
2010,58.4,79,10.03,116.202964,8,1313,119,79,11.2,8,0.473,10.9
2009,57.5,82,9.63,87.04534954,79,1601,124,78,8.43,79,0.464,10.8
2008,56.3,84,9.79,72.85023656,71,1319,130,69,9.1,71,0.453,10.6
2007,55.5,88,9.65,6.002527685,73,3776,137,7,9.76,73,0.442,10.3
2006,54.9,93,9.81,50.83901418,64,5736,145,62,9.86,64,0.434,10.6
2005,53.2,99,10.09,44.52614001,64,22,155,59,9.36,64,0.429,10.9
2004,51.3,104,9.89,36.60609252,62,141,164,58,8.9,62,0.427,11.6
2003,51,109,10.16,4.426792406,44,29429,173,57,7.54,59,0.418,11.5
2002,48.8,112,10.42,2.690897842,29,49871,181,57,7.78,57,0.404,11
2001,47.7,115,10.57,26.97625217,,48543,187,56,7.26,55,0.396,10.8
2000,46.6,116,10.47,22.59447461,,42554,191,55,6.77,52,0.382,9.8
2015,71.3,4,,0,22,105,5,51,,23,0.748,15.3
2014,78,4,8.06,5.663849328,22,0,5,45,7.1,23,0.746,15.2
2013,71,4,8.44,52.42529588,46,0,5,72,7.67,76,0.744,15.2
2012,77,5,8.44,453.7830847,46,12746,5,72,7.47,76,0.739,15.1
2011,75,5,8.48,415.1627705,21,1333,5,54,6.98,5,0.734,14.9
2010,69.8,5,8.39,375.6835376,48,39,6,57,7.81,52,0.728,14.9
2009,69.2,5,8.71,324.5491348,66,0,6,74,7.8,71,0.734,14.9
2008,67.7,5,9.46,456.4586664,84,48,6,91,6.63,9,0.73,14.9
2007,67.5,5,8.86,46.19685449,92,1005,6,98,6.36,98,0.723,14.8
2006,67.7,5,7.99,29.38172706,96,42724,6,99,6.39,98,0.716,14.7
2005,67,5,7.31,217.4345257,97,2392,6,95,6.41,96,0.707,14.5
2004,67.4,5,6.79,180.3537859,98,146,6,99,6.61,99,0.7,14.6
2003,67.6,6,5.92,21.22386354,77,411,6,99,6.93,97,0.691,14.3
2002,67.6,6,4.89,115.738974,48,7587,7,99,6.25,99,0.683,13.9
2001,67.7,6,4.31,8.897421459,7,16970,7,99,5.66,99,0.673,13.2
2000,67.5,6,4.49,7.883791474,4,817,8,99,5.59,99,0.669,13.3
2015,77.1,1,,0,99,347,1,99,,99,0.836,13.3
2014,76.9,1,1.91,3862.68271,99,344,1,99,3.64,99,0.832,13.3
2013,76.7,1,1.82,377.2009132,98,0,1,98,3.49,98,0.829,13.3
2012,76.5,1,1.75,3663.764502,96,132,1,96,3.45,96,0.826,13.3
2011,76.3,1,1.73,387.774991,95,0,1,95,3.7,95,0.824,13.3
2010,76.2,1,1.69,308.0660742,94,87,1,94,3.93,94,0.826,13.3
2009,76,1,1.73,292.4022672,93,0,1,94,4.5,93,0.831,13.2
2008,75.8,1,1.86,4003.908598,92,55,1,94,2.93,92,0.829,13.1
2007,75.6,1,1.69,3759.457226,92,0,1,94,2.57,92,0.826,12.9
2006,75.4,1,1.74,3749.941617,92,0,1,94,2.33,92,0.823,12.8
2005,75.3,1,1.79,3427.320332,92,29,1,94,2.32,94,0.818,12.6
2004,75.1,1,1.77,2972.448675,92,22,1,94,2.46,94,0.813,12.4
2003,74.9,1,1.74,277.1818332,92,42,1,94,2.65,94,0.808,12.3
2002,74.7,1,1.72,2598.842827,92,53,1,94,2.72,94,0.803,12.1
2001,74.5,1,1.67,243.7539129,92,30,1,94,2.48,94,0.798,12
2000,74.2,1,1.64,262.9589578,92,69,1,94,2.38,94,0.791,11.8
2015,81.2,3,10.66,0,,91,4,96,,96,,
2014,81,3,10.37,0,,133,4,95,9.12,95,,
2013,87,3,10.32,0,,1919,4,95,9.34,95,,
2012,86,3,10.42,0,,2092,4,95,9.41,95,,
2011,86,3,10.68,0,,1112,4,95,9.34,95,,
2010,82,3,10.88,0,,443,4,94,9.51,94,,
2009,81,4,10.79,0,,1212,4,93,9.81,93,,
2008,79.6,4,11.47,0,,1445,4,92,8.85,92,,
2007,79.5,4,11.84,0,,1022,4,92,8.42,92,,
2006,79.3,4,11.61,0,,764,4,92,8.36,92,,
2005,79,4,12.05,0,,79,4,91,8.24,91,,
2004,78.8,4,12.22,0,,189,4,92,7.98,92,,
2003,78.3,4,11.85,0,,460,4,91,7.81,91,,
2002,78.2,4,11.44,0,,314,4,91,7.57,91,,
2001,78,4,10.91,0,,73,4,91,7.31,91,,
2000,77.8,4,10.59,0,,104,5,91,6.94,91,,
2015,61.8,85,,0,98,30,119,96,,98,,
2014,67,86,0.01,0,97,88,121,97,5.58,97,,
2013,59.7,86,4.2,0,91,185,124,91,5.57,91,,
2012,58.6,87,3.98,0,92,1668,126,9,5.72,92,,
2011,58.3,88,4.04,0,9,1622,128,88,5.72,9,,
2010,57.5,89,4.19,0,91,167,131,94,5.3,91,,
2009,56.9,91,3.97,0,85,1574,135,88,3.97,85,,
2008,56.2,92,3.44,0,86,3413,138,89,4.21,86,,
2007,54.5,94,4.4,0,83,7726,141,88,4.72,83,,
2006,53.1,96,4.07,0,9,2362,145,91,6.86,9,,
2005,52.2,97,3.94,0,9,23,149,91,4.66,9,,
2004,51.5,100,3.81,0,95,1419,154,95,4.1,95,,
2003,58,103,2.34,0,95,1673,160,97,4.6,95,,
2002,52,106,3.37,0,89,5131,166,91,3.59,89,,
2001,49.6,110,4.09,0,,11847,173,65,3.28,87,,
2000,49.2,114,3.89,0,,14649,181,64,2.64,79,,
2015,79.3,23,,0,92,188,26,93,,95,,
2014,79.1,23,8.82,0,92,667,27,93,17.14,95,,
2013,78.9,23,8.82,0,91,187,27,93,16.9,94,,
2012,78.8,24,8.82,0,9,55,28,93,17.2,94,,
2011,78.7,25,8.67,0,91,220,29,94,17.6,96,,
2010,78.7,25,8.55,0,92,63,30,93,17.2,95,,
2009,78.5,26,8.71,0,92,71,31,93,17,95,,
2008,78.2,27,8.74,0,94,140,31,94,16.2,96,,
2007,78.1,27,8.74,0,93,43,32,93,15.57,96,,
2006,77.8,28,8.63,0,93,55,33,93,15.27,96,,
2005,77.5,28,8.52,0,93,66,33,92,15.15,96,,
2004,77.5,28,8.48,0,92,37,33,92,15.14,96,,
2003,77.2,28,8.4,0,92,56,33,91,15.6,96,,
2002,77,28,8.33,0,88,41,33,9,14.55,94,,
2001,76.9,28,8.25,0,89,116,33,89,13.73,94,,
2000,76.8,28,8.21,0,9,85,33,9,13.7,94,,
2015,77,0,,0,95,0,0,95,,95,0.794,15.5
2014,76.8,0,6.03,463.6397821,95,0,0,95,8.58,95,0.791,15.5
2013,76.8,0,5.82,482.8039445,94,0,0,94,8.68,94,0.788,15.5
2012,76.5,0,5.77,339.7190493,95,0,0,95,8.74,95,0.784,15.5
2011,77,0,5.97,417.9117441,95,0,1,95,8.55,95,0.78,15.5
2010,76.3,0,6.21,2331.532804,95,0,1,95,8.63,95,0.777,15.6
2009,76.6,0,6.67,1871.736563,95,0,1,95,8.78,95,0.774,15.5
2008,76.4,1,6.76,24.73142261,94,0,1,94,8.17,94,0.77,15.7
2007,75.4,1,6.67,14.47305874,94,0,1,94,8.23,94,0.76,15.3
2006,76.2,1,6.58,1712.225506,95,0,1,95,11.17,95,0.756,15.2
2005,75.7,1,6.35,152.5448405,96,0,1,96,11.15,96,0.753,15.5
2004,75.4,1,5.66,882.356362,94,0,1,95,11.59,94,0.75,15.5
2003,75.4,1,5.11,160.8400141,91,0,1,91,6.52,91,0.747,15
2002,75.4,1,5.86,27.46880965,95,0,1,93,7.18,95,0.746,14.7
2001,75.2,1,6.48,421.4804282,94,0,1,94,7.46,94,0.742,14.2
2000,75.1,1,6.65,645.9583816,92,0,1,92,7.82,9,0.738,14
2015,69.4,15,,0,99,22,17,99,,99,0.697,12.1
2014,69.2,16,0.01,0.442802404,99,8,18,99,5.84,99,0.69,12.1
2013,69.1,17,0.01,19.1624696,99,0,19,99,6.32,99,0.681,12
2012,68.8,18,0.01,16.71406295,99,0,21,99,6.49,99,0.673,12
2011,68.5,19,2.83,140.6905284,99,476,22,99,5.65,99,0.664,12
2010,68.3,20,2.73,119.4571154,99,117,23,99,5.34,99,0.657,11.9
2009,68,21,2.56,92.81479759,98,0,24,99,6.31,98,0.651,11.8
2008,67.9,22,2.36,13.89021225,91,2,25,98,5.92,98,0.644,11.9
2007,67.8,22,2.15,9.290983645,99,863,26,98,5.81,96,0.631,11.8
2006,67.6,23,1.96,77.27092119,98,823,27,94,5.49,96,0.626,11.8
2005,67.3,24,1.78,40.13342094,99,737,28,99,5.11,99,0.62,11.7
2004,67.8,24,1.59,34.41887163,99,75,29,99,5.11,99,0.613,11.6
2003,67.2,25,1.54,28.52135777,99,85,30,99,5.17,98,0.607,11.3
2002,67.1,27,1.47,24.99438738,62,25,32,99,5.44,99,0.6,11
2001,67.4,28,1.53,43.66385568,,22,34,99,5.28,99,0.594,10.7
2000,67.1,30,1.6,48.50941741,,80,36,99,5.29,99,0,10.6
2015,72,0,,0,64,39,0,65,,64,0.598,10.8
2014,71.7,0,0.01,564.8167043,64,10,0,65,5.2,64,0.596,10.8
2013,71.6,0,0.01,447.545645,64,0,0,65,3.92,64,0.591,10.8
2012,71.4,0,0.01,427.9885222,64,0,0,65,3.7,64,0.592,10.8
2011,71.2,0,0.85,457.9731742,63,0,0,65,3.85,65,0.591,10.8
2010,71,0,0.91,471.8626525,62,0,0,66,4.71,65,0.59,10.8
2009,78,0,0.83,361.0940984,62,0,0,66,3.9,66,0.589,10.7
2008,75,0,1.18,345.339056,61,0,0,66,3.66,67,0.582,10.7
2007,73,0,1.01,342.4908556,6,0,0,67,3.67,67,0.579,10.7
2006,71,0,1,43.19780767,59,0,0,67,3.96,68,0.572,10.6
2005,69.9,0,0.88,337.2942846,61,3,0,67,3.87,68,0,10.6
2004,69.6,0,0.85,334.1673373,63,0,0,67,4.12,69,0,10.7
2003,69.4,0,1.2,27.29839073,64,165,0,67,4.2,69,0,10.4
2002,69.3,0,1.24,171.1373611,66,101,0,67,3.52,7,0,10.2
2001,69.1,0,0.91,163.105292,68,7,0,67,3.37,7,0,10.1
2000,69,0,1.21,21.90075232,7,9,0,67,3.28,71,0,9.6
2015,74.1,9,,0,87,0,10,87,,87,0.769,14.3
2014,73.9,9,6.47,0,78,0,10,79,5.26,78,0.771,14.2
2013,73.8,9,6.71,0,82,0,10,82,4.94,82,0.77,14.2
2012,73.7,9,6.7,0,81,1,10,73,4.8,81,0.767,14.1
2011,73.8,9,6.74,0,78,0,10,78,5.24,78,0.756,14.1
2010,73.7,9,7.22,0,78,0,10,74,5.4,78,0.754,14
2009,73.6,9,7.59,0,84,0,10,75,5.81,84,0.754,14
2008,73.2,9,8.18,0,53,0,10,76,3.98,5,0.745,13.4
2007,73.4,9,8.7,0,62,32,10,67,5.25,62,0.728,12.9
2006,73.6,9,8.27,0,71,78,11,73,4.85,71,0.714,12.4
2005,73.6,9,7.92,0,88,0,11,8,4.69,87,0.7,11.8
2004,73.3,10,7.55,0,82,0,11,83,4.78,86,0.687,11.6
2003,72.4,10,6.3,0,72,0,12,86,4.93,68,0.688,11.6
2002,73.1,10,6.89,0,6,2392,12,81,4.93,65,0.684,11
2001,72.5,10,8.05,0,53,115,12,87,5.21,7,0.672,10.4
